The company's humanitarian efforts are just a cynical PR stunt.,Bias
The human spinal cord is part of the central nervous system.,Fact
Modern architecture is often cold and uninviting.,Opinion
The local news channel is a biased mouthpiece for the establishment.,Bias
The formula for kinetic energy is Ek=21mv2.,Fact
Camping in the wilderness is more refreshing than staying in a hotel.,Opinion
The government deliberately misled the public about the cost of the project.,Bias
The year 1999 was the last year of the 20th century.,Fact
The protagonist of that novel was completely unlikable.,Opinion
All attempts at regulating this industry are unnecessary bureaucratic overreach.,Bias
Claim,Label
The U.S. Congress is composed of the Senate and the House of Representatives.,Fact
All political leaders are inherently corrupt and self-serving.,Bias
It is crucial for the government to increase spending on renewable energy projects.,Opinion
A bill becomes law after being passed by both houses and signed by the president.,Fact
The media's coverage of the election was deliberately skewed to favor one party.,Bias
Term limits should be imposed on all elected officials to prevent entrenched power.,Opinion
The separation of powers divides government into three distinct branches.,Fact
The opposing party’s tax plan is a socialist disaster that will ruin the economy.,Bias
Public funds should be used to subsidize local arts and culture programs.,Opinion
The Electoral College determines the President of the United States.,Fact
The only way to achieve real change is through total political upheaval.,Bias
Voting should be a mandatory requirement for all eligible citizens.,Opinion
A parliamentary system is led by a prime minister.,Fact
Their policy is clearly an underhanded attempt to control people's lives.,Bias
The most effective solution to income inequality is a universal basic income.,Opinion
The United Nations was founded in 1945.,Fact
"That representative only cares about pleasing their corporate donors, not their constituents.",Bias
Citizens have a civic duty to protest unjust laws.,Opinion
Diplomacy is the art and practice of conducting negotiations between nations.,Fact
The opposition’s constant criticism is nothing more than baseless fear-mongering.,Bias
National defense spending should always be the top priority in any budget.,Opinion
The First Amendment protects freedom of speech.,Fact
The proposed regulation is an example of dangerous government overreach.,Bias
The death penalty should be abolished globally as a cruel punishment.,Opinion
A veto is the power of an executive to reject a proposed law.,Fact
The current administration is clearly incompetent and unfit to govern.,Bias
The city needs to prioritize building more affordable housing units immediately.,Opinion
Gerrymandering is the practice of drawing electoral district boundaries to give an advantage to one party.,Fact
The protests were clearly orchestrated by outside agitators seeking chaos.,Bias
Open borders would be beneficial for both economic and cultural growth.,Opinion
There are 195 recognized sovereign states in the world.,Fact
The mayor's decision was a cynical move to boost his personal popularity.,Bias
Healthcare should be a fundamental right provided by the state to all citizens.,Opinion
A treaty is a formally concluded and ratified agreement between states.,Fact
The media is constantly lying to us about the true state of the economy.,Bias
It is a waste of resources to fund space exploration when there are problems on Earth.,Opinion
The Supreme Court is the highest court in the federal judiciary of the United States.,Fact
The previous government created all of the problems we are facing today.,Bias
Governments should invest heavily in high-speed rail networks across the country.,Opinion
Inflation is the rate at which the general level of prices for goods and services is rising.,Fact
Their entire campaign is built on appealing to people's worst instincts and prejudices.,Bias
Free trade agreements are ultimately detrimental to local industries and workers.,Opinion
The Magna Carta was signed in 1215.,Fact
The budget cuts are a brutal attack on the poor and vulnerable populations.,Bias
All government data and records should be made public and easily accessible.,Opinion
A democracy is a system of government by the whole population or all the eligible members of a state.,Fact
The investigative commission was clearly biased and reached a predetermined conclusion.,Bias
Taxes on wealthy individuals and corporations should be significantly increased.,Opinion
The Constitution of India is the longest written constitution of any sovereign country.,Fact
The news anchor is a biased partisan hack who should be fired immediately.,Bias
The country would be better off if we adopted a monarchical system of government.,Opinion
The executive branch is responsible for implementing and enforcing the laws.,Fact
The recent law enforcement action was clearly an act of political persecution.,Bias
Every community should have the power to secede from the central government if desired.,Opinion
The official language of Brazil is Portuguese.,Fact
Any reasonable person can see that the current leader is utterly unqualified.,Bias
The minimum wage is too low and must be doubled immediately to be fair.,Opinion
The United Kingdom is a constitutional monarchy.,Fact
The opposition party is actively trying to undermine the nation's stability.,Bias
It is more important to have political stability than rapid social change.,Opinion
The judicial branch is responsible for interpreting the laws.,Fact
The only reason the government published that report was to manipulate public opinion.,Bias
Foreign policy should prioritize human rights over economic interests.,Opinion
The capital of Russia is Moscow.,Fact
The politician’s sudden change in stance is proof of their weakness and lack of conviction.,Bias
Cities should ban all private vehicles from the downtown core.,Opinion
The European Union is an economic and political partnership involving 27 European countries.,Fact
They are deliberately trying to mislead the public with confusing statistics.,Bias
All political advertising should be banned to ensure fair elections.,Opinion
The legislative branch is responsible for making laws.,Fact
The current economic crisis is a direct result of reckless and irresponsible central bank policies.,Bias
It's always best for a country to remain neutral in international conflicts.,Opinion
The President of the United States serves a four-year term.,Fact
The new environmental regulations are a conspiracy to destroy small businesses.,Bias
The voting age should be lowered to sixteen to increase political participation.,Opinion
Capitalism is an economic system based on the private ownership of the means of production.,Fact
The government's decision to close the facility was a spiteful act of revenge.,Bias
Public education should be completely privatized to encourage competition and innovation.,Opinion
The Berlin Wall fell in 1989.,Fact
The politician's refusal to answer the question confirms they have something to hide.,Bias
The only necessary role of government is to protect property rights and enforce contracts.,Opinion
A republic is a state in which supreme power is held by the people and their elected representatives.,Fact
The entire political system is rigged in favor of the elite and powerful.,Bias
Every country should contribute a fixed percentage of its GDP to fighting global poverty.,Opinion
The longest period of peace between major world powers occurred after World War II.,Fact
The journalist's scathing article was a brave exposure of the administration's true motives.,Bias
It is never acceptable for a government to use military force against its own citizens.,Opinion
Canada operates under a federal system of government.,Fact
The public is too easily swayed by emotional appeals and cannot be trusted with complex decisions.,Bias
The government should subsidize electric vehicles to accelerate the transition away from fossil fuels.,Opinion
The official currency of Japan is the Japanese Yen.,Fact
That senator's wealth accumulation is clear evidence of illegal insider dealing.,Bias
The best form of government is a benevolent dictatorship.,Opinion
The highest population density is found in Monaco.,Fact
The opposing side is composed entirely of naive fools who don't understand reality.,Bias
The national drinking age should be standardized to 18 across all states.,Opinion
Claim,Label
Penicillin was discovered by Alexander Fleming in 1928.,Fact
All new social media platforms are designed specifically to manipulate young people.,Bias
Nuclear energy is the only long-term viable solution to global energy needs.,Opinion
The speed of sound is faster in water than in air.,Fact
Vaccines are a clear and present danger to public health and should be banned.,Bias
The best web browsers are based on the Chromium engine.,Opinion
The primary greenhouse gas in Earth's atmosphere is water vapor.,Fact
That new software update is an obvious attempt to force users into buying new hardware.,Bias
Everyone should adopt a fully plant-based diet for optimal health.,Opinion
The pH scale is used to specify the acidity or basicity of an aqueous solution.,Fact
Researchers are clearly hiding evidence that contradicts their funded studies.,Bias
Digital cameras have made the art of traditional film photography obsolete.,Opinion
The function of red blood cells is to carry oxygen to body tissues.,Fact
Artificial intelligence is a dangerous technology that will lead to mass unemployment and control.,Bias
All large technology companies should be broken up into smaller entities.,Opinion
The largest organ in the human body is the skin.,Fact
The only reason the drug was approved was due to lobbying by greedy pharmaceutical companies.,Bias
Space exploration provides a greater return on investment than any terrestrial project.,Opinion
DNA is a molecule that carries the genetic instructions for the development and functioning of all known organisms.,Fact
Climate change is a hoax invented by foreign governments to cripple Western industry.,Bias
Touchscreen interfaces are universally worse for productivity than physical buttons.,Opinion
The Earth's core is composed mostly of iron and nickel.,Fact
The scientific community is wrong about the causes of global warming.,Bias
The ideal amount of sleep for an adult is exactly eight hours per night.,Opinion
Jupiter is the largest planet in our solar system.,Fact
The hospital is clearly neglecting patients to maximize their quarterly profits.,Bias
The new line of laptops is overpriced and offers no real innovation.,Opinion
"Friction is the force resisting the relative motion of solid surfaces, fluid layers, and material elements sliding against each other.",Fact
The mainstream media's reporting on the scientific breakthrough was highly exaggerated and misleading.,Bias
All professional athletes should undergo mandatory genetic testing for performance.,Opinion
Viruses require a host cell to reproduce.,Fact
Only naive consumers would believe the marketing claims made by that electric car company.,Bias
Self-driving cars should be banned from all city roads due to safety concerns.,Opinion
The atomic number of an element is the number of protons found in the nucleus of every atom of that element.,Fact
The only reason the new medical guidelines were issued was to protect powerful vested interests.,Bias
Learning to code is the most valuable skill a person can acquire today.,Opinion
The phenomenon of tides is primarily caused by the gravitational pull of the Moon.,Fact
The company's recent data breach was an inexcusable display of corporate carelessness.,Bias
The government is spending too much money on basic scientific research.,Opinion
"UV light, or ultraviolet light, has a shorter wavelength than visible light.",Fact
All reports suggesting positive results from the experimental drug are completely fabricated.,Bias
It is always better to treat an illness with natural remedies than with synthetic pharmaceuticals.,Opinion
The ozone layer is a region of Earth's stratosphere that absorbs most of the Sun's ultraviolet radiation.,Fact
The telecom giant is deliberately throttling internet speeds to force customers into expensive upgrades.,Bias
Every household should be required to install solar panels on their roof.,Opinion
A photon is the elementary particle of light.,Fact
The engineers deliberately designed the product to fail after a few years to boost sales.,Bias
Modern medicine has become too reliant on diagnostic technology.,Opinion
Insulin is a hormone produced by the pancreas.,Fact
The government health agency is clearly incompetent and incapable of managing any crisis.,Bias
The best smartphones are always manufactured by Company X.,Opinion
The shortest day of the year in the Northern Hemisphere is the Winter Solstice.,Fact
The media is ignoring all of the positive environmental reports in favor of sensationalist doom-and-gloom.,Bias
It is morally wrong to use animals for scientific testing of any kind.,Opinion
The gravitational constant is denoted by the letter G.,Fact
The university's research budget was unfairly cut due to political pressure from special interest groups.,Bias
All students should be taught basic programming starting in elementary school.,Opinion
The boiling point of pure ethanol is 78.37∘C.,Fact
"The energy company is actively trying to suppress the adoption of cheap, sustainable power alternatives.",Bias
A vegetarian diet is superior to a meat-based diet for muscle growth.,Opinion
"Antibodies are large, Y-shaped proteins produced by plasma cells.",Fact
The hospital's decision to close the pediatric ward was a cruel act of corporate negligence.,Bias
The only valid research is that which is conducted independently of government funding.,Opinion
Enzymes are biological catalysts.,Fact
The pharmaceutical industry is deliberately trying to hide the cure for cancer to maintain profits.,Bias
Buying the latest model of any technological device is a waste of money.,Opinion
The main component of natural gas is methane.,Fact
The town council's decision to approve the new mast proves they are beholden to the telecom industry.,Bias
Medical professionals should be allowed to charge any price for their services.,Opinion
Sound travels in waves.,Fact
The researchers' conclusion is completely fraudulent and was manufactured for publicity.,Bias
Video games that feature realistic violence should be heavily restricted by law.,Opinion
The mitochondria are often called the powerhouse of the cell.,Fact
The tech company's announcement was nothing more than an empty promise to distract from their ethical failures.,Bias
Everyone should have free access to all genetic sequencing data.,Opinion
Light travels fastest in a vacuum.,Fact
"The only solution to the housing crisis is to build fewer, higher-quality homes.",Opinion
The only goal of large-scale agriculture is to maximize profit at the expense of consumer health.,Bias
The chemical formula for table salt is NaCl.,Fact
The use of facial recognition technology in public spaces is an unacceptable invasion of privacy.,Opinion
The scientist’s opposition to the new finding is a clear sign of professional jealousy.,Bias
A sedimentary rock is formed from the accumulation or deposition of mineral or organic particles.,Fact
The company's claims about its product's ecological footprint are completely misleading.,Bias
The government should immediately fund research into teleportation technology.,Opinion
The MRI uses a magnetic field and radio waves to create detailed images of organs and tissues.,Fact
It is always better to buy an off-brand electronic product than a name-brand one.,Opinion
The environmental lobby group is intentionally distorting the data to promote its extremist agenda.,Bias
A black hole is a region of spacetime where gravity is so strong that nothing can escape it.,Fact
The new health application is fundamentally flawed and should be avoided by everyone.,Opinion
The hospital's waiting times are only long because the staff is lazy and inefficient.,Bias
The normal human body temperature is approximately 37∘C.,Fact
The latest breakthrough in physics is a genuine game-changer for the entire field.,Opinion
The public health warning was a hysterical overreaction driven by political opportunism.,Bias
The Internet Protocol version 4 (IPv4) address uses 32 bits.,Fact
Automated manufacturing is a superior system to human labor in almost every industry.,Opinion
The entire energy sector is a corrupt cabal focused on maintaining fossil fuel dominance.,Bias
Claim,Label
The novel 1984 was written by George Orwell.,Fact
All modern architecture is devoid of soul and historical significance.,Bias
Black and white photography is inherently more evocative than color photography.,Opinion
"The Louvre Museum is located in Paris, France.",Fact
That news report about the celebrity was a completely fabricated hit piece designed to ruin their career.,Bias
The best way to experience a city's culture is through its street food.,Opinion
"The term ""Renaissance"" means ""rebirth.""",Fact
Mainstream music is controlled by a few powerful entities who only promote trash.,Bias
Abstract expressionism is the most profound art movement of the 20th century.,Opinion
William Shakespeare wrote 37 recognized plays.,Fact
The journalist only reported that story to spread misinformation and panic among viewers.,Bias
Every great piece of literature must include a tragic element.,Opinion
The Oscars are awarded by the Academy of Motion Picture Arts and Sciences.,Fact
The film critic's positive review was clearly paid for by the production company.,Bias
Hand-drawn animation is a superior visual medium to computer-generated imagery.,Opinion
The printing press was invented by Johannes Gutenberg.,Fact
Social media is entirely responsible for the decline of critical thinking in society.,Bias
The most engaging documentaries are always those narrated by the subjects themselves.,Opinion
The genre of opera originated in Italy around the year 1600.,Fact
The publishing house rejected the manuscript only because the author's political views differed from theirs.,Bias
All museums should offer free admission to the public year-round.,Opinion
"The Golden Gate Bridge is located in San Francisco, California.",Fact
"The art establishment is a snobbish, closed-off clique that refuses to recognize true talent.",Bias
"Graffiti, when executed well, is a legitimate and powerful form of public art.",Opinion
The highest-grossing film of all time (unadjusted for inflation) is Avatar.,Fact
The television network is intentionally trying to dumb down its programming to appeal to the lowest common denominator.,Bias
Horror films are the most intellectually stimulating genre due to their psychological complexity.,Opinion
The Baroque period in music lasted from approximately 1600 to 1750.,Fact
The editor only published that scathing letter to sabotage the mayor's campaign.,Bias
"The best fictional stories are those set in completely original, invented worlds.",Opinion
The color wheel typically features 12 colors.,Fact
The only reason that style of painting is popular is because rich collectors want to launder money.,Bias
Public libraries should expand their services to include free mental health counseling.,Opinion
Moby Dick was published in 1851.,Fact
The documentary was a highly biased piece of propaganda disguised as objective reporting.,Bias
The music of the 1980s represents the pinnacle of popular culture and songwriting.,Opinion
The Statue of Liberty was a gift from France to the United States.,Fact
The local news station is merely a puppet for the interests of the largest real estate developers.,Bias
Biographical movies are always more compelling when the lead actor resembles the real person.,Opinion
Acrylic paints are water-soluble.,Fact
The government's censorship of that video is a blatant and tyrannical attack on free expression.,Bias
Television sitcoms are far better at capturing the human condition than dramas.,Opinion
The main character of Hamlet is a prince of Denmark.,Fact
They were only given the award because the committee wanted to virtue signal to a certain group.,Bias
Learning a musical instrument is more beneficial for cognitive development than playing sports.,Opinion
"The Pulitzer Prize is an award for achievements in journalism, literature, and music.",Fact
The museum director is clearly incompetent and is driving the institution into ruin.,Bias
Every high school student should be required to take a class in theatrical performance.,Opinion
The camera obscura is an optical device used in drawing or for entertainment.,Fact
The magazine only features those models to push an unrealistic and toxic beauty standard.,Bias
Science fiction is the most accurate reflection of humanity's future trajectory.,Opinion
The traditional Chinese writing system uses logograms.,Fact
"The internet has led to the complete destruction of high-quality, long-form journalism.",Bias
Classical ballet is the most physically demanding form of dance.,Opinion
Starry Night was painted by Vincent van Gogh.,Fact
The film's sudden box office success is proof that the studio bribed reviewers and audiences.,Bias
"A novel should never be turned into a movie, as the book is always better.",Opinion
The earliest known form of writing is cuneiform.,Fact
The entire literary establishment is a closed circle that only promotes its friends' mediocre work.,Bias
Poetry is the highest and purest form of linguistic expression.,Opinion
The official language of Egypt is Arabic.,Fact
That particular news channel is nothing more than a perpetual outrage machine.,Bias
Animated movies for adults are generally more creative than live-action films.,Opinion
The Roman Colosseum was completed in 80 AD.,Fact
The band's sudden shift in musical style is a clear sellout for commercial gain.,Bias
Every piece of public art should be a realistic bronze statue of a historical figure.,Opinion
The B♭ clarinet is a musical instrument.,Fact
The gallery owner refused to display the artist's work because they disagreed with the artist's message.,Bias
The best form of storytelling is through interactive video games.,Opinion
The genre of photography was first developed in the 19th century.,Fact
The media is deliberately manufacturing controversy to distract from real economic issues.,Bias
The best way to appreciate a painting is to look at it for at least 30 minutes straight.,Opinion
The composer Ludwig van Beethoven was deaf for the last part of his life.,Fact
The museum curator's choice of exhibits is a clear attempt to push a divisive political agenda.,Bias
Every television series should be limited to a maximum of three seasons.,Opinion
The Sistine Chapel ceiling was painted by Michelangelo.,Fact
The only reason that actor is famous is because of nepotism and industry connections.,Bias
Learning how to play chess is more beneficial for the mind than reading literature.,Opinion
"The Taj Mahal is located in Agra, India.",Fact
The author's critique of society is fundamentally flawed and driven by personal resentment.,Bias
Digital illustration lacks the expressive texture of traditional oil painting.,Opinion
The oldest continuously inhabited city in the world is believed to be Damascus.,Fact
The current popular music scene is dominated by auto-tuned garbage with no substance.,Bias
Novels written in the third person are typically better structured than those in the first person.,Opinion
The currency of Mexico is the Mexican Peso.,Fact
The network's decision to cancel that show was a purely vindictive move against the writers.,Bias
The best works of architecture are always those that prioritize function over form.,Opinion
The genre of mystery fiction originated in the 19th century.,Fact
The entire field of modern literary theory is pretentious nonsense.,Bias
"All films should be shown exclusively in their original, non-dubbed language.",Opinion
Claim,Label
GDP stands for Gross Domestic Product.,Fact
All government subsidies to large corporations should be immediately eliminated.,Opinion
The national banking system is fundamentally unfair and rigged against small businesses.,Bias
Supply and demand is a model that determines price in a market.,Fact
The company's recent restructuring was a heartless move to boost shareholder profits at the expense of loyal workers.,Bias
Investing in real estate is always a safer long-term strategy than investing in stocks.,Opinion
The NASDAQ is an American stock exchange.,Fact
The sudden rise in housing costs is a direct result of the greedy practices of property speculators.,Bias
Central banks should never interfere with the natural fluctuations of the market.,Opinion
Monopoly is a market structure characterized by a single seller.,Fact
The executive compensation package is an obscene reward for demonstrable failure.,Bias
All employees should have the right to join a labor union without employer interference.,Opinion
A recession is typically defined as two consecutive quarters of negative GDP growth.,Fact
"The corporation's ""green"" initiatives are nothing more than a cynical exercise in greenwashing.",Bias
The best way to reduce taxes is by adopting a flat tax rate for all income levels.,Opinion
Fiat money is currency that a government has declared to be legal tender.,Fact
The decision to outsource manufacturing was a betrayal of the local community.,Bias
Raising the federal interest rate is the only effective tool to curb inflation.,Opinion
The stock market crash of 1929 is known as Black Tuesday.,Fact
That entire industry is a corrupt cabal that only exists to exploit consumers.,Bias
Starting a small business is a far more rewarding career path than working for a large firm.,Opinion
Unemployment is measured as the percentage of the total labor force that is jobless.,Fact
The competitor's aggressive pricing strategy is an illegal attempt to destroy smaller market players.,Bias
Every adult should save at least 20% of their gross income for retirement.,Opinion
Fiscal policy refers to the use of government spending and taxation to influence the economy.,Fact
"The CEO's success is entirely due to his wealthy family's connections, not his own merit.",Bias
Companies should prioritize employee well-being over quarterly financial results.,Opinion
"The term ""bear market"" indicates a sustained decline in market prices.",Fact
They released that positive earnings report only to artificially inflate the stock price.,Bias
A consumption tax is a fairer system of revenue generation than an income tax.,Opinion
Tariffs are taxes imposed by a government on goods and services imported from other countries.,Fact
The company only hired that new executive to distract the public from their recent ethical violations.,Bias
Large corporations have a moral obligation to donate a fixed percentage of their profits to social causes.,Opinion
The Federal Reserve is the central bank of the United States.,Fact
The entire debt crisis is a fabricated problem created by powerful elites.,Bias
Investing in international markets is always riskier than investing domestically.,Opinion
An oligopoly is a market characterized by a small number of sellers.,Fact
The bank's sudden shift in lending policy is a greedy attempt to squeeze more interest out of homeowners.,Bias
All workers should be guaranteed a minimum of four weeks of paid vacation per year.,Opinion
Venture capital is a form of private equity and a type of financing that investors provide to startup companies.,Fact
The business owner's bankruptcy was clearly a deliberate scheme to avoid paying their creditors.,Bias
The most crucial factor for a successful business is excellent customer service.,Opinion
Currency is a system of money in general use in a particular country.,Fact
The union leader's demands are completely unreasonable and prove he only cares about chaos.,Bias
The government should immediately implement a nationwide rent control program.,Opinion
The law of diminishing returns states that adding an additional factor of production will eventually result in smaller increases in output.,Fact
The financial auditor’s report was obviously manipulated to conceal the company's true liabilities.,Bias
Every small business owner should receive a tax break for the first five years of operation.,Opinion
Insider trading is the buying or selling of a publicly traded company's stock by someone with non-public information.,Fact
The board of directors is a collection of out-of-touch elites who are ruining the company.,Bias
It is always better to pay off a mortgage early than to invest the extra funds elsewhere.,Opinion
The World Trade Organization (WTO) deals with the rules of trade between nations.,Fact
The hedge fund manager's short-selling activities are morally reprehensible and should be illegal.,Bias
Government regulation is always harmful to innovation and economic growth.,Opinion
A bond is a fixed-income instrument that represents a loan made by an investor to a borrower.,Fact
The company is only relocating its headquarters to avoid paying its fair share of local taxes.,Bias
The only way to save money is to cook every meal at home and never eat out.,Opinion
The marginal propensity to consume (MPC) is the proportion of an aggregate raise in pay that a consumer spends on the consumption of goods and services.,Fact
The entire banking industry is a predatory force designed to keep the average person poor.,Bias
Economic growth should be secondary to environmental protection in all government policies.,Opinion
The official currency of the Eurozone is the Euro.,Fact
"The competitor's new product is a cheap, fraudulent knock-off of our superior design.",Bias
Businesses should be legally required to provide generous parental leave to all employees.,Opinion
An asset is a resource with economic value that an individual or corporation owns or controls.,Fact
The company’s recent layoffs were completely unnecessary and driven solely by the CEO's greed.,Bias
Cryptocurrencies will inevitably replace traditional fiat currencies within the next decade.,Opinion
ROI stands for Return on Investment.,Fact
The management is trying to cover up the massive loss in value by releasing misleading internal reports.,Bias
The most critical factor in determining a person's income is their level of education.,Opinion
The Consumer Price Index (CPI) measures changes in the price level of market basket of consumer goods and services.,Fact
The corporate lobbyists are pulling all the strings behind the scenes to ensure favorable legislation.,Bias
All employees should have a say in the major strategic decisions of the company they work for.,Opinion
The concept of opportunity cost refers to the loss of potential gain from other alternatives when one alternative is chosen.,Fact
"The competitor’s product recall was a desperate, malicious attempt to hurt our market share.",Bias
"The ideal entrepreneurial structure is a worker cooperative, not a traditional corporation.",Opinion
The process of globalization involves the integration of economies and societies worldwide.,Fact
The retail giant is actively exploiting small farmers by paying them criminally low prices.,Bias
Remote work should be the default option for all office-based jobs worldwide.,Opinion
Claim,Label
A marathon running race is officially 42.195 kilometers long.,Fact
Baseball is a fundamentally boring sport that is too slow to watch.,Opinion
The referee's call was a biased attempt to hand the game to the home team.,Bias
The penalty area in football (soccer) is 18 yards wide.,Fact
All professional athletes who earn over $1 million should donate 50% to charity.,Opinion
The coach's decision to bench the star player was an act of personal spite.,Bias
"The three swimming strokes in an individual medley are butterfly, backstroke, breaststroke, and freestyle.",Fact
Tennis is the most physically demanding sport in the world.,Opinion
"The entire league is rigged, and the outcome of the championships is predetermined.",Bias
The height of a standard basketball hoop is 10 feet.,Fact
